id,listing_url,name,description,host_id,host_name,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_verifications,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating
918000000000000000,https://www.airbnb.com/rooms/917510613914219375,"R&R | Hospitals, Colleges + Politics",Enjoy a stylish experience at this centrally-located place.,6203319,Melissa,02/05/13,"Albany, NY",within a few hours,100%,83%,t,3,3,"['email', 'phone']",Private room in home,Private room,1,,0 shared baths,,,9,4.89
918000000000000000,https://www.airbnb.com/rooms/917639722733180899,Everything you need! Modern Gem on New Scotland,"-1 PET LIMIT (Fee: $100)<br />-Steps from outdoor dining,  professional schools, and hospitals<br />-Off street parking & Laundry on site<br />-2 bedrooms with a bonus sofa bed<br />-Iron and iron board<br />-Work space available<br />-Netflix, ESPN, Hulu, Disney Plus<br />-Kitchen equipped with cookware, utensils, silverware, dishes, wine glasses/martini glasses, & spices, and water<br />-Toothbrush, toothpaste, shampoo/conditioner, bodywash &sponge<br />-Includes a coffee bar with coffee & tea, and cocktail utensils",471810429,Maria,27/07/22,,within an hour,100%,99%,t,1,2,"['email', 'phone']",Entire rental unit,Entire home/apt,6,1,1 bath,2,3,103,4.82
919000000000000000,https://www.airbnb.com/rooms/919055506310955442,Room for rent,Relax with the whole family at this peaceful place to stay.,502751555,Grace,25/02/23,,within a few hours,100%,100%,f,1,1,['phone'],Private room in rental unit,Private room,2,1,1 bath,1,1,0,
921000000000000000,https://www.airbnb.com/rooms/921076441920995839,Work hard! Play hard!,"Enjoy privacy, peace and tranquility in this modern newly renovated studio apartment. Provides quiet comfort allowing for a great work space while still being a hop, skip and a jump from (5min) Ten Broeck triangle and all the downtown Albany breweries and eateries to unwind.",521669673,Kody,23/06/23,,within an hour,100%,100%,f,5,5,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,2,4.5
923000000000000000,https://www.airbnb.com/rooms/922634062451094710,Charming 2 bdrm Apt- Home Away from Home,"This apartment is centrally located in the Heart of Albany.<br />Clean and inviting 2 bedroom 1 bath apt all to yourself in quiet neighborhood. 1st floor apartment and plenty of on street parking. Perfect location for travel nurses as space is within walking distance to St. Peter’s and Albany Med.<br />Close to Restaurants, Bars and parks. Downtown area just 10 minutes away with more food and drinks!<br /> Saratoga Race Course & SPAC, Waterfalls & hiking trails at Thatcher Park only 30 minutes away.",260986425,Connie,10/05/19,,N/A,N/A,67%,f,2,3,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,2,2,3,5
929000000000000000,https://www.airbnb.com/rooms/928948908785846870,Newly Renovated Gem in Melrose - Pet Friendly,"Welcome to a newly renovated apartment in the heart of the charming Melrose neighborhood in Albany, NY, conveniently nestled between UAlbany and St. Rose!  Please note, this apartment is apart of a four family apartment complex. <br /><br />This delightful space has a fresh and modern design, offering the perfect blend of comfort and convenience, making it an ideal home away from home for both business and leisure travelers. This pet friendly space includes an outdoor sitting area and small patio.",441054845,Thaddeus,18/01/22,,within an hour,100%,98%,t,3,3,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,1,2,41,4.8
933000000000000000,https://www.airbnb.com/rooms/932618854176539492,Cozy space all on 1 floor close to U Albany,"This stylish place to stay is perfect to stop for a night or stay longer. Open living/kitchen area is perfect to hang out with family and friends. One bedroom with plenty of closet space. Bonus tv in bedroom with updated bathroom. Centrally located close to U-Albany, St. Rose, St. Peter’s & Albany Med to name a few. Quiet residential neighborhood walkable to great restaurants on Madison Avenue. Come and relax at your home away from home.",232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,2,1,1 bath,1,1,26,4.88
933000000000000000,https://www.airbnb.com/rooms/932642358896439621,Stylish top floor apt w/parking,The whole group will enjoy easy access to everything from this centrally located place. Sun filled top floor unit with spacious bedrooms-well equipped kitchen and modern bath. Convenient location near highway and major hospitals/universities. Malls-restaurants and shopping all close by. Quiet residential neighborhood makes it lovely to walk to close by restaurants to grab a bite to eat outside. Come spend a night or two and be our guest,232967878,Diana,28/12/18,"Albany, NY",within an hour,99%,98%,t,27,39,"['email', 'phone']",Entire rental unit,Entire home/apt,4,1,1 bath,2,2,30,4.7
934000000000000000,https://www.airbnb.com/rooms/934035097653060273,7,"Charming 5 room bed and breakfast located across from Washington Park in Albany, NY. Each room has a private bathroom and workstation. Guests have access to a shared kitchen, dining area, living space and small office nook with printer.",493882819,Terra,02/01/23,"Voorheesville, NY",within an hour,73%,100%,f,6,6,"['email', 'phone']",Private room in bed and breakfast,Private room,2,1,1 bath,1,1,5,4.4
938000000000000000,https://www.airbnb.com/rooms/937837897631191844,Hudson 2 at The Argus Hotel,Hudson 2 is a first floor queen room. Has a private bathroom with shower. Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),526358730,Argus,17/07/23,,within an hour,93%,94%,t,12,13,"['email', 'phone']",Room in hotel,Private room,2,1,1 bath,1,1,2,5
938000000000000000,https://www.airbnb.com/rooms/937917144482762419,Hudson 3 ADA at The Argus Hotel,Hudson 3 is a first floor handicap accessible queen room with a large bathroom and ADA shower. Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),526358730,Argus,17/07/23,,within an hour,93%,94%,t,12,13,"['email', 'phone']",Room in hotel,Private room,2,1,1 bath,1,1,4,4.75
938000000000000000,https://www.airbnb.com/rooms/937927979762952955,Hudson 4 at The Argus Hotel,Hudson 4 is a first floor queen room with private bathroom. Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),526358730,Argus,17/07/23,,within an hour,93%,94%,t,12,13,"['email', 'phone']",Room in hotel,Private room,2,1,1 bath,1,1,0,
938000000000000000,https://www.airbnb.com/rooms/937935210290408974,Hudson 5 at The Argus Hotel,Hudson 5 is a first floor queen room with a larger bathroom and shower Each room is equipped with a SmartTV and Apple TV as well as a desk.<br /><br />This room is pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),526358730,Argus,17/07/23,,within an hour,93%,94%,t,12,13,"['email', 'phone']",Room in hotel,Private room,2,1,1 bath,1,1,3,4.33
938000000000000000,https://www.airbnb.com/rooms/937943638262956751,Whalen Suite at The Argus Hotel,"The Whalen King Suite is our largest suite. It features a large sitting area, work space, walk in closet, and oversized bathroom with soaking tub and shower. Each room is equipped with a SmartTV and Apple TV.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM)",526358730,Argus,17/07/23,,within an hour,93%,94%,t,12,13,"['email', 'phone']",Room in hotel,Private room,2,1,1 bath,1,1,1,5
938000000000000000,https://www.airbnb.com/rooms/937959604296602771,Whalen Deluxe at The Argus Hotel,"Whalen 2 Deluxe is a large queen room located on the second floor. Has a private bathroom with tub, and small wet bar with microwave and mini fridge. Each room is equipped with a SmartTV and Apple TV.<br /><br /> Great for extended stays<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM)",526358730,Argus,17/07/23,,within an hour,93%,94%,t,12,13,"['email', 'phone']",Room in hotel,Private room,2,,1 bath,1,,0,
938000000000000000,https://www.airbnb.com/rooms/937966967490420635,Whalen 3 at The Argus Hotel,Whalen 3 is a queen room located on the second floor. Has a private bathroom with tub and mini fridge. Each room is equipped with a SmartTV and Apple TV.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),526358730,Argus,17/07/23,,within an hour,93%,94%,t,12,13,"['email', 'phone']",Room in hotel,Private room,2,,1 bath,1,,0,
938000000000000000,https://www.airbnb.com/rooms/938260134617291567,Whalen 4 at The Argus Hotel,Whalen 4 is a queen room located on the second floor. Has a private bathroom with tub. Each room is equipped with a SmartTV and Apple TV.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),526358730,Argus,17/07/23,,within an hour,93%,94%,t,12,13,"['email', 'phone']",Room in hotel,Private room,2,,1 bath,1,,0,
938000000000000000,https://www.airbnb.com/rooms/938266199766701429,Knickerbocker 1 The Argus Hotel,Knickerbocker 1 is a queen room located on the second floor. Has a private bathroom with tub. Each room is equipped with a SmartTV and Apple TV.<br /><br />This room is not pet friendly.<br /><br />Complimentary Services:<br />Continental Breakfast<br />Onsite Parking<br />Electric Parking<br />Wi-Fi & Apple TV<br />Keyless Entry<br />Ensuite Guest Rooms<br />​<br />Paid Services:<br />Cocktails<br />Meeting Space Rentals<br />Pets (If applicable)<br />Early Checkin (1PM)<br />Late Checkout (12PM),526358730,Argus,17/07/23,,within an hour,93%,94%,t,12,13,"['email', 'phone']",Room in hotel,Private room,2,,1 bath,1,,0,
